Eigenvalue_Index,Algebraic_Eigenvalue
1,-0.00032572867630005
2,4560222.18999795
3,4560222.20184004
4,4659530.34617023
5,4659530.36015397
6,4870101.63396318
7,4870101.86112783
8,5167426.42204614
9,5167426.59759001
10,6048840.59445543
11,6048840.66722374
12,6242587.56257282
13,6242587.61544307
14,6544528.21577255
15,6544528.24842234
16,6678329.58018655
17,6678329.60296917
18,6893064.11735221
19,6893065.2574988
20,7127334.24371272
21,7137689.52192589
22,7154485.83507665
23,7177223.59936073
24,7205356.45423572
25,7238174.35405777
26,7274230.75517189
27,7308445.98729073
28,7360697.04378317
29,7360950.83272084
30,7365982.06299635
31,7365986.78910219
32,7421637.43538472
33,7433372.49442957
34,7433901.61367625
35,7435537.04216036
36,7438853.63293548
37,7444627.72687143
38,7452328.13162325
39,7460112.17969212
40,7463993.6593087
41,7467022.51575824
42,7503652.45850883
43,7504682.79475986
44,7507211.55732987
45,7507531.60173501
46,7511823.69245051
47,7521165.23502769
48,7530495.11299998
49,7537666.48069834
50,7542240.92252784
51,7544467.46173483
52,7544809.16823513
53,7546804.0273736
54,7547740.66422804
55,7657307.51018054
56,7811168.48152887
57,7970867.29288025
58,8001436.41598703
59,8014152.69055344
60,8055987.79204254
61,8140097.69508303
62,8261748.01641836
63,8275459.02064526
64,8430736.40351187
65,8520034.6653863
66,8585945.36533678
67,8599151.08899331
68,8639864.03708168
69,8644589.27023871
70,8655327.20968916
71,8659770.2338422
72,8666657.71005354
73,8689400.93876638
74,8694386.81037422
75,8722653.6537905
76,8724135.03990828
77,8928987.66825403
78,8961136.95139514
79,9097338.84780987
80,9118965.40465263
81,9162440.86047055
82,9186333.35222011
83,9211602.38281974
84,9223610.31206037
85,9288529.1871738
86,9334554.28518917
87,9388772.88071752
88,9457696.76760101
89,9462682.17285251
90,9464366.12002517
91,9472621.36001143
92,9487042.33430874
93,9490726.19971318
94,9492696.66485739
95,9526541.34741098
96,9538181.59746921
97,9557883.9343605
98,9587291.60936567
99,9621872.0173732
100,9653193.27528506
101,9656784.72974162
102,9662887.18784234
103,9663365.37474838
104,9678165.00833517
105,9681161.57441534
106,9702977.18492041
107,9726980.49151952
108,9729332.46222589
109,9806818.6556441
110,9869149.00975122
111,9920169.47792259
112,10000289.3135958
113,10036107.8071922
114,10073077.9072882
115,10098529.9881386
116,10134771.1092637
117,10207401.7234132
118,10242817.1632985
119,10251296.1267287
120,10648970.8429987
121,10824867.7867195
122,10824867.8062047
123,10852215.8811174
124,10968313.6566374
125,10987826.6141657
126,11004545.6765621
127,11133625.9234956
128,11151547.2491042
129,11228070.7578849
130,11247013.1599323
131,11308045.7499986
132,11369663.6679731
133,11384357.8132326
134,11406691.637292
135,11451756.5858514
136,11505136.7763342
137,11539922.3652662
138,11874582.6038586
139,11875287.3624829
140,11962780.5341914
141,11968932.6422028
142,12466152.3854727
143,12567491.7154878
144,12620934.1411906
145,12642866.7616827
146,12644141.2402357
147,12668418.5596832
148,12698710.0119831
149,12754339.8040883
150,12796599.5198907
151,12835811.7272349
152,12846909.0441472
153,12876790.7784101
154,13024708.2657509
155,13127765.0797874
156,13150260.007925
