Eigenvalue_Index,Algebraic_Eigenvalue
1,-0.000325282613630407
2,6438312.52934068
3,6438312.54412252
4,6531704.62728456
5,6531704.65084903
6,6735709.5704051
7,6735709.80602265
8,7006115.05240715
9,7006115.25014956
10,7995126.74339511
11,7995126.76645397
12,8136550.10258974
13,8136550.12838923
14,8552412.41342227
15,8552412.83113518
16,9045659.56536855
17,9045660.11839058
18,9627274.76711038
19,9627704.57252439
20,9629880.94824813
21,9631445.39209617
22,9642222.3628897
23,9661813.20041335
24,9688680.95686319
25,9715817.59456514
26,9774581.82530535
27,9774885.84479248
28,10163424.320614
29,10201504.6422177
30,10201516.8198283
31,10202673.3245619
32,10272286.6647331
33,10374828.5717942
34,10483698.3414913
35,10492248.9246946
36,10507247.0340415
37,10509970.9773104
38,10529991.6374128
39,10562160.9231437
40,10583813.6708452
41,10583813.730805
42,10604557.6960726
43,10643008.5762469
44,10646689.2513966
45,10653590.3024945
46,10654038.9741734
47,10664881.1366522
48,10673811.8731925
49,10681920.8063725
50,10698753.6505481
51,10705227.0663683
52,10732412.6273646
53,10756129.1528942
54,10859332.9331986
55,11056903.6955393
56,11149279.8503506
57,11149330.1121119
58,11213012.8809033
59,11251191.9475877
60,11254634.8965189
61,11313964.1639408
62,11389550.0613709
63,11449747.3121094
64,11461100.1561254
65,11514792.7449184
66,11521651.1119871
67,11521729.2464988
68,11525172.8205395
69,11532820.0156845
70,11548391.743433
71,11574658.8591698
72,11613093.815811
73,11642168.2831111
74,11661992.4551294
75,11714107.336406
76,11727656.4398972
77,11755856.1528969
78,11848772.2622233
79,12101775.3441482
80,12127195.2435085
81,12425229.5449113
82,12544830.2754083
83,12633025.405794
84,12646083.46065
85,12695234.1279986
86,12735851.7460726
87,12767685.2828128
88,12846254.9733798
89,12881040.760609
90,12911801.9702788
91,12929233.9299967
92,12957835.068099
93,12962931.7867037
94,12983850.0744811
95,12986147.3260287
96,12997354.7015635
97,13014426.8662247
98,13015450.1484175
99,13020552.8469821
100,13026959.7699486
101,13039551.6076501
102,13075985.9514276
103,13083956.9021984
104,13089345.9794442
105,13098349.9368673
106,13106305.8272043
107,13137056.9615785
108,13140517.4096316
109,13150833.9460592
110,13203346.0216339
111,13241371.2674417
112,13246687.4743846
113,13281553.1208527
114,13311545.2331434
115,13348546.7443767
116,13366973.9760874
117,13376782.723118
118,13445241.0946642
119,13464806.9479309
120,13531787.6780522
121,13564478.1016839
122,13572617.5858301
123,13593789.7994771
124,13817520.0949386
125,14159073.6174302
126,14177272.7630444
127,14177275.5875893
128,14377395.4771277
129,14817458.8739165
130,14962382.7808297
131,15330438.8275071
132,15391784.5593028
133,15626766.7195327
134,15654549.3529411
135,15693041.0393594
136,15707836.0458766
137,15727797.9940346
138,15735344.3430206
139,15842364.5329825
140,15951317.8750513
141,16020597.0786638
142,16069130.3401734
143,16094618.4939719
144,16334095.974554
145,16394544.1489817
146,16420712.8115703
147,16468265.9091097
148,16561086.5009366
149,16643545.9228362
150,16698837.1930397
151,16703855.1949791
152,16712094.8503332
153,16791995.3511036
154,16796301.1511582
155,16895121.8757864
156,16916389.291283
157,16968767.6112718
158,16969821.7357074
159,17026735.7230468
160,17046469.0663807
161,17063678.6363214
162,17064997.5220691
163,17067554.5819083
164,17322233.0639325
165,17324042.5799476
166,17411913.2895658
167,17555209.5124608
168,17555274.4080069
169,17584730.8531493
170,17605769.391985
171,17648141.4276219
172,17685833.4183523
173,17698911.6482347
174,17748111.7950792
175,17770498.0766007
176,17896915.6454552
177,17924002.7384751
178,17938080.8377127
179,18150950.7509935
180,18154110.2135686
181,18189236.3330098
182,18398201.2532774
183,18424177.906369
184,18449712.1438919
185,18557930.5223263
186,18642725.8754962
187,18664820.9648144
188,18721078.6270377
189,18764111.0257544
190,18770837.3508246
191,18795930.3987863
192,18806341.1172334
193,18825451.7578814
194,18840110.2070705
195,18841110.7556027
196,18856490.5168544
197,18857226.4310204
