Eigenvalue_Index,Algebraic_Eigenvalue
1,-0.000325154798358706
2,6911467.00173613
3,6911467.01270357
4,7002188.66119189
5,7002188.68877954
6,7203690.57604009
7,7203690.81572775
8,7466268.21028891
9,7466268.42154991
10,8411043.78694437
11,8411043.80873074
12,8556409.51644174
13,8556409.54173248
14,8962164.81648742
15,8962165.18812931
16,9460107.91447454
17,9460108.3799501
18,10134136.0992963
19,10134136.7346873
20,10215935.1685238
21,10216428.7681655
22,10220974.8916667
23,10223505.7790425
24,10227298.3668677
25,10243319.2370982
26,10266062.0659615
27,10287880.7401726
28,10582851.5813503
29,10582977.4603704
30,10803075.2968468
31,10803091.7285315
32,10809151.5328509
33,10900918.5354236
34,11040745.1242951
35,11223605.0584967
36,11261397.1712491
37,11272192.1579581
38,11290999.7258593
39,11319138.2528902
40,11358109.3357799
41,11359921.5111052
42,11359921.585052
43,11408221.6563517
44,11437335.8366846
45,11442825.8545264
46,11448284.6060124
47,11452793.6519447
48,11465979.8860151
49,11468522.5386669
50,11491561.7974054
51,11521145.5385352
52,11522512.1969677
53,11558349.5973839
54,11583521.8716158
55,11585948.3228316
56,11589569.351574
57,11714444.3119073
58,11920398.9666753
59,11962530.0538116
60,12012323.9046285
61,12034901.9566084
62,12140079.9433176
63,12216165.8274675
64,12216498.3376741
65,12219131.9140552
66,12226832.491459
67,12242825.7623952
68,12270123.8621839
69,12276815.9117903
70,12306480.0034803
71,12310444.3359558
72,12362413.4854894
73,12418960.9385147
74,12424360.6801602
75,12465472.5878335
76,12553543.5850801
77,12584206.4122762
78,12706726.228278
79,12918215.6234093
80,12950745.9260876
81,13245564.6382849
82,13313348.7479631
83,13445513.1158085
84,13494181.8155831
85,13543408.7875383
86,13579856.6523183
87,13629863.8011033
88,13636332.6478128
89,13658960.4047649
90,13723316.9650676
91,13782254.5705815
92,13805171.4095259
93,13813981.9077348
94,13831909.7188686
95,13847498.5965841
96,13855296.3145308
97,13870083.9847712
98,13894157.5624365
99,13896024.8262928
100,13901225.2579637
101,13917470.5180525
102,13947695.0286482
103,13952052.3032045
104,13978030.2202455
105,13991977.7272353
106,14009974.1913884
107,14015399.9593726
108,14033413.7045584
109,14033488.3967657
110,14059231.9576173
111,14063877.5944317
112,14138637.7240444
113,14140058.4715937
114,14162019.0427904
115,14206919.8028071
116,14265639.2911235
117,14267553.516075
118,14267572.3334057
119,14275033.2950713
120,14327960.5881415
121,14356589.3294262
122,14406697.0412815
123,14432875.8105086
124,14442701.5646432
125,14443981.7366819
126,14573761.1883932
127,15036602.1644035
128,15216343.9720976
129,15749113.761099
130,15844552.9249304
131,16290780.641882
132,16293900.9008335
133,16493969.3084442
134,16516355.9681949
135,16528306.755509
136,16567665.8363619
137,16581593.6813528
138,16609622.0354331
139,16757368.5756153
140,16824622.124061
141,16862287.9442775
142,16879733.880482
143,16882276.1190475
