Eigenvalue_Index,Algebraic_Eigenvalue
1,-0.000325308644035682
2,6630544.68874503
3,6630544.69700669
4,6722931.00431252
5,6722931.02482435
6,6925836.32705061
7,6925836.56844545
8,7193142.26041367
9,7193142.4691135
10,8164267.34003393
11,8164267.36376156
12,8307415.41699384
13,8307415.44252437
14,8719163.47129566
15,8719163.87687537
16,9214167.52868201
17,9214168.04474045
18,9867600.65125305
19,9868774.03149863
20,9870287.93863507
21,9872822.41979212
22,9877384.3261076
23,9893723.08156445
24,9916649.1005705
25,9939444.80160348
26,9953668.59194867
27,9959399.96207713
28,10396100.0779871
29,10408710.9040764
30,10454326.0244807
31,10454340.1674301
32,10471747.7494633
33,10571493.0342825
34,10708927.6899216
35,10799370.5892511
36,10808856.4916383
37,10825463.6974788
38,10850545.0754258
39,10882377.2576659
40,10885794.3182564
41,10898776.1702724
42,10898776.2301779
43,10931934.1046974
44,10965093.6407988
45,10969525.7619208
46,10977704.0427484
47,10985636.1103485
48,10990843.6002734
49,11010366.2179023
50,11034571.8997959
51,11036790.4073115
52,11067439.1920328
53,11090250.7731635
54,11094107.9228476
55,11294956.2527022
56,11295071.3965578
57,11328981.450165
58,11502494.379958
59,11542552.3122042
60,11581441.8384597
61,11610613.7816981
62,11705561.9861454
63,11805356.6094741
64,11805483.7599389
65,11808179.144283
66,11811379.4613616
67,11815611.7982198
68,11819070.0664416
69,11831136.9249505
70,11857733.5191042
71,11897083.9151677
72,11899911.2828309
73,11947693.8836674
74,12002346.4666306
75,12003016.837838
76,12046775.1267717
77,12072621.256708
78,12186547.457602
79,12424172.3645299
80,12459093.3984523
81,12759210.6329372
82,12859632.5269262
83,12985463.0932956
84,13010633.5485268
85,13053346.9216513
86,13068068.6981483
87,13099125.5601077
88,13201519.3216234
89,13247972.5627432
90,13285714.935223
91,13294898.2811207
92,13316477.4564218
93,13334826.4699978
94,13336928.9102096
95,13338031.7197776
96,13358998.4799403
97,13362381.3294475
98,13370586.4842734
99,13374502.5731498
100,13381290.81157
101,13392107.8228441
102,13399291.8889324
103,13433166.7286558
104,13448181.3130195
105,13456052.7702934
106,13462398.8979619
107,13480643.9060369
108,13509055.3627118
109,13511442.8496907
110,13513990.3483567
111,13571979.2239123
112,13613511.8837018
113,13619429.7795188
114,13628426.5364699
115,13699283.3854006
116,13705383.7815848
117,13734438.5140317
118,13793363.5829318
119,13826052.4262843
120,13886513.9272045
121,13897860.7024649
122,13921666.3859696
123,13938953.8788204
124,14083377.6257019
