Eigenvalue_Index,Algebraic_Eigenvalue
1,-0.000325749162584543
2,4626609.93128428
3,4626609.95057903
4,4725782.84715042
5,4725782.85885354
6,4937631.36610372
7,4937631.59524605
8,5233718.0281955
9,5233718.21028631
10,6187771.15338163
11,6187771.18662116
12,6363583.59276348
13,6363583.60379907
14,6661892.42116379
15,6661892.46952421
16,6812883.5963896
17,6812883.61329764
18,6953935.73922992
19,6953936.84497798
20,7220099.54101305
21,7230017.91845534
22,7246301.86493285
23,7268718.33086183
24,7296968.05352803
25,7330356.14376224
26,7366899.09740592
27,7400530.22778614
28,7430314.81043517
29,7430315.4671563
30,7463186.38491109
31,7463312.36824769
32,7538144.3855258
33,7539613.74203938
34,7540096.81249135
35,7541811.85499173
36,7545220.682952
37,7551201.91300743
38,7559914.78664991
39,7568895.38982827
40,7574793.57622262
41,7584198.65431512
42,7594185.32496072
43,7594941.65542321
44,7616526.7417414
45,7616672.52096273
46,7622530.64976223
47,7630359.23542431
48,7638456.42722353
49,7644367.53599833
50,7648032.89332093
51,7650711.62893983
52,7653395.09988928
53,7654994.97650374
54,7662699.09779465
55,7776935.30287227
56,7932555.359771
57,8114396.06549807
58,8137843.5102213
59,8144896.95263982
60,8199334.80702908
61,8283330.1579471
62,8402494.62141456
63,8404998.45305746
64,8574389.01622353
65,8647032.76496322
66,8707754.87420896
67,8731782.13759238
68,8746312.72313626
69,8753436.44301579
70,8771345.20533151
71,8772385.41737994
72,8795320.63015696
73,8800040.92671475
74,8802577.72138564
75,8824476.99477436
76,8825950.63659581
77,9074591.01944259
78,9105393.70244885
79,9221970.11752805
80,9243151.21991627
81,9287091.51660161
82,9309752.68019954
83,9346380.80717225
84,9349619.21810016
85,9422725.00402561
86,9456877.52107577
87,9506601.73335165
88,9579769.06917734
89,9590731.13804383
90,9593351.62399691
91,9599659.17461001
92,9612865.27363922
93,9617170.83339143
94,9620640.20832274
95,9653604.6915213
96,9661062.70814509
97,9679286.83073353
98,9723570.9800778
99,9742159.88311861
100,9771987.57237389
101,9779856.14124161
102,9781170.23066206
103,9782020.6768921
104,9783388.79859571
105,9793564.39043074
106,9814609.31934561
107,9832917.6761806
108,9863900.39959076
109,9919243.41203075
110,9980816.88173165
111,10035970.2117127
112,10116021.1293096
113,10153236.8390593
114,10169861.9626898
115,10196152.6081762
116,10252094.3308614
117,10312161.9832806
118,10324475.8047073
119,10368085.8478551
120,10735891.8469748
121,10833001.879438
122,10833001.8929924
123,11075896.5663486
124,11100810.409524
125,11126449.2603249
126,11192493.7117308
127,11280549.5540134
128,11359178.1598317
129,11398527.8488784
130,11409141.0464984
131,11490270.8546949
132,11546407.3717359
133,11572949.4473137
134,11581222.0611916
135,11644785.9567911
136,11701706.7506129
137,11739043.224136
138,11984465.2434111
139,11986292.6409172
140,12144442.8741055
141,12149698.5212498
142,12598872.9268268
143,12698348.9577385
144,12749039.9313694
145,12751852.0429161
146,12763797.1068991
147,12784554.532952
148,12817053.515825
149,12885154.430957
150,12922591.1059299
151,12977398.9413409
152,12978017.1869805
153,13015543.7259222
154,13152584.0382243
155,13239752.3088276
156,13264148.3374739
157,13273610.7051085
158,13315426.9923425
159,13317285.4198934
160,13322969.2045376
161,13325207.9568848
162,13585528.9471774
163,13587448.3510054
164,13806554.5697378
165,13809545.0670756
166,13961021.2070918
167,13988394.1510487
168,14177894.6369778
169,14259244.5738842
170,14265754.3247553
171,14274345.9485867
172,14341727.0893788
173,14347884.1403251
174,14487468.0574612
175,14518724.8712222
176,14580778.4434765
177,14603169.6697563
178,14619006.9347085
179,14634077.7195902
180,14634863.7701051
181,14715890.4252606
182,14870474.6934674
183,14877955.6515587
184,14960800.0878238
185,14984048.7723013
186,15002711.5935245
187,15002859.6226957
188,15019464.853712
189,15073516.3029232
190,15259448.2259307
191,15310291.2437936
192,15310383.1631092
193,16725988.4988412
194,17070207.9337792
195,17070212.0746259
196,17465637.1497152
197,17465637.2660183
198,17860361.7559426
199,17860363.6091896
200,18447014.2181388
201,18631840.5891794
202,18667413.3007773
203,18701773.5026874
204,18726354.7258901
205,18742159.5697401
206,18752178.2398403
207,18758497.1322593
208,18762097.6141354
209,18834958.1226664
210,18834973.0597888
211,19135610.934394
212,19135629.633235
213,19323250.3473323
214,19378725.3805473
215,19473278.3761346
216,19592073.4298709
217,19721111.2686109
218,19902801.1931358
219,20192863.7366288
220,20200867.0886647
221,20474539.1205986
222,20474654.7808388
223,20625402.5489895
224,21013422.0625835
225,21082727.9048755
226,21184362.5497235
227,21305783.6178759
228,21744928.5770129
229,21747431.485657
230,21775968.6237981
231,21818416.7609198
232,21846692.570669
233,21846913.4977734
234,21895526.0408886
235,21930608.8446697
236,21984025.7515441
237,22107132.6947958
238,22181423.8002724
239,22354114.4664192
240,22356469.2899118
241,22650255.8241796
242,22681858.1424935
243,22738168.4406196
244,22769572.202561
245,22972918.9916283
246,23113989.4472679
247,23204883.9871428
248,23419380.2366244
249,23684291.7118953
250,23712779.4641234
251,24074149.369965
252,24108478.6400094
253,24230113.8725664
254,24902209.0225123
255,24957240.8733738
256,25056436.0336346
257,25676698.120651
258,25691970.3223382
259,25940335.759681
260,26007238.8483328
261,26007405.4723648
262,26089663.9811724
263,26090514.4572769
264,26195996.8700394
265,26439986.6858115
266,26666179.0949926
267,26848580.9010345
268,27010820.46165
269,27095302.7048668
270,27186352.4359561
271,27230542.7411172
272,27276060.5639269
273,27292120.8676247
274,27382470.977714
275,27386505.498247
276,27609768.5954925
277,27637927.1166473
278,27878866.8982598
279,28219281.4579404
280,28269024.6296028
281,28270452.8240293
282,28290965.4664716
283,28598424.3248558
284,28833286.9227144
285,28833353.3617015
286,28893755.6327383
287,28952171.3051974
288,29157384.0146325
289,29279004.3611232
290,29322267.7621162
291,29338224.4274667
292,29475357.2227976
293,29594297.4589807
294,29619698.9222878
295,29703689.8473
296,29715074.4858142
297,29757801.4358748
298,29764289.1105197
299,30211535.6208841
300,30251695.224381
301,30820476.7754308
302,31102655.5827866
303,31223304.2205058
304,31325134.9930178
305,31338305.5163801
306,31364090.2375524
307,31369187.0810829
308,31682909.3921923
309,31683665.3251241
310,31709079.0440684
311,31735713.7013758
312,32359056.529364
313,32603336.1989665
314,32951772.6046422
315,33447426.6222791
316,33652135.1192763
317,34557922.1383011
318,35019676.6507678
319,35353927.3367365
320,35381944.7972129
321,35727046.8879713
322,35795609.9884086
323,36042553.3268741
324,36050168.5738445
325,36097389.1744313
326,37478856.566772
327,37765216.6683178
328,37792154.2833126
329,37961534.2895506
330,38223870.1775602
331,38236034.5976378
332,38650913.0819142
333,38728148.3122482
334,39263319.9911503
335,39329930.4194438
336,39759154.9907385
337,40074284.5949205
338,40140336.6700211
339,40256446.9181591
340,40480996.4936576
341,40661376.5520507
342,40829642.1631468
343,40928371.444342
344,41179391.7376225
345,41493618.5098248
346,41635141.2167206
347,42247056.1122853
348,42451746.5882956
349,42669814.2268104
350,42675156.8852757
351,42713507.5417871
352,43319840.2329562
353,43574238.9644046
354,43874592.51467
355,44153523.8623018
356,44248736.1110724
357,44596188.0295058
358,45326477.2865434
359,45929973.8767533
360,46408660.6743076
361,46593837.6718579
362,46715151.0902086
363,47169707.2809398
364,48145081.0165944
365,48193568.5617102
366,48229389.7943044
367,48755608.3333928
368,49179738.7064263
369,49344251.4410496
370,49453805.3311144
371,49742105.1905784
372,49991297.0937581
373,50307444.9007821
374,50628072.8422065
375,50742469.6225258
376,51234850.3355078
377,51304981.7219016
378,51576971.229376
379,52223935.743499
380,52563560.342875
381,52634564.0957666
382,52792346.2481462
383,52920606.8464404
384,53035581.4673916
385,53161784.8531354
386,53472889.2210713
387,54119512.9465325
388,54458183.7582018
389,54499676.787437
390,54820648.841147
391,54942519.4578882
392,55291842.4731564
393,55552283.2906562
394,55743395.1309547
395,56258966.0350411
396,56961261.2563534
397,56962331.9082161
398,57037523.1777074
399,57046520.9989311
400,57200327.5270021
401,57411698.2391235
402,57599926.9994815
403,57784584.085987
404,57919030.2559053
405,57940687.4129598
406,58220731.889182
407,58599909.2190118
408,58683563.5540091
409,58809187.4830151
410,59176265.578831
411,59178436.8214107
412,59247512.0387309
413,59327968.7730138
414,59408869.2262594
415,59490232.8578987
416,60898921.7213129
417,61116966.8613345
418,62990984.5064495
419,63470320.4920392
420,64461050.1948145
421,64510699.8703852
422,65380994.6360635
