Eigenvalue_Index,Algebraic_Eigenvalue
1,-3.6012597778117e+15
2,-3.6012597778117e+15
3,-3.47044116385708e+15
4,-3.47044116385707e+15
5,-3.26385406889985e+15
6,-3.26385406889983e+15
7,-2.99764529213428e+15
8,-2.99764529213427e+15
9,-2.82095622703357e+15
10,-2.82095622703356e+15
11,-2.73889066369339e+15
12,-2.73889066369339e+15
13,-2.69247379240794e+15
14,-2.69247379240793e+15
15,-2.60971473688084e+15
16,-2.60971473688084e+15
17,-2.4441877108595e+15
18,-2.4441877108595e+15
19,-2.37180008283086e+15
20,-2.37180008283085e+15
21,-2.2561354377058e+15
22,-2.2561354377058e+15
23,-2.06130624426513e+15
24,-2.06130624426512e+15
25,-2.06014684383802e+15
26,-2.06014684383801e+15
27,-1.87600650018406e+15
28,-1.87600650018406e+15
29,-1.78226987858865e+15
30,-1.78226987858865e+15
31,-1.71556197578476e+15
32,-1.71556197578476e+15
33,-1.59268994200037e+15
34,-1.59268994200036e+15
35,-1.56729013786979e+15
36,-1.56729013786978e+15
37,-1.51610972036794e+15
38,-1.51610972036794e+15
39,-1.19583116134947e+15
40,-1.19583116134947e+15
41,-1.19252646684824e+15
42,-1.19252646684824e+15
43,-767607373025016
44,-767607373025016
45,-746539855709062
46,-746539855709061
47,-745693024437566
48,-745693024437566
49,-744323235709481
50,-744323235709481
51,-742500064536588
52,-742500064536587
53,-740333146910594
54,-740333146910593
55,-737978386982830
56,-737978386982830
57,-735635490328901
58,-735635490328901
59,-733529058198032
60,-733529058198032
61,-731871318669910
62,-731871318669910
63,-730820554660645
64,-730820554660645
65,-720785701829661
66,-720785701829660
67,-668903883905041
68,-668903883905040
69,-623421984042624
70,-623421984042622
71,-619242103050316
72,-619242103050315
73,-619237860049469
74,-619237860049468
75,-606044544188994
76,-606044544188993
77,-593668978282319
78,-593668978282318
79,-578709767675063
80,-578709767675062
81,-574154268989816
82,-574154268989815
83,-555396187447538
84,-555396187447538
85,-543734380763996
86,-543734380763995
87,-541236225815673
88,-541236225815673
89,-540692260155816
90,-540692260155816
91,-539755012182260
92,-539755012182259
93,-538389794890480
94,-538389794890480
95,-536573070264326
96,-536573070264326
97,-535332914838924
98,-535332914838923
99,-534474561066390
100,-534474561066390
101,-531114796678816
102,-531114796678816
103,-528703823994610
104,-528703823994609
105,-526695164525921
106,-526695164525920
107,-507486358459385
108,-507486358459385
109,-504682781813828
110,-504682781813827
111,-504128037979316
112,-504128037979316
113,-484481241472350
114,-484481241472350
115,-463398593344108
116,-463398593344107
117,-455963738200377
118,-455963738200376
119,-425349230666982
120,-425349230666982
121,-417011034178143
122,-417011034178142
123,-417002062273575
124,-417002062273575
125,-403807453304711
126,-403807453304710
127,-393906688028414
128,-393906688028414
129,-372892805161203
130,-372892805161202
131,-362737453766858
132,-362737453766858
133,-355464740105299
134,-355464740105299
135,-355373795042223
136,-355373795042223
137,-344143329252048
138,-344143329252048
139,-329861799832005
140,-329861799832004
141,-317485006816609
142,-317485006816609
143,-315055758541612
144,-315055758541612
145,-313964487916997
146,-313964487916997
147,-312186548221746
148,-312186548221746
149,-297937593747839
150,-297937593747838
151,-286504941451160
152,-286504941451159
153,-283305526318548
154,-283305526318548
155,-271526458624234
156,-271526458624233
157,-264141669064604
158,-264141669064604
159,-263861758753806
160,-263861758753806
161,-262962969785003
162,-262962969785003
163,-262962969785003
164,-262962969785003
165,-262962969785003
166,-262962969785002
167,-262962969785002
168,-262962969785002
169,-262962969785002
170,-262962969785002
171,-262962969785001
172,-262962969785001
173,-262962969785001
174,-262962969785001
175,-262962969785001
176,-262962969785000
177,-262962969785000
178,-262962969785000
179,-262962969785000
180,-262962969785000
181,-262513646054505
182,-262513646054504
183,-260208686381153
184,-260208686381153
185,-257545155134433
186,-257545155134433
187,-254721663367475
188,-254721663367475
189,-251882970874084
190,-251882970874084
191,-249218898854159
192,-249218898854159
193,-247000259632382
194,-247000259632382
195,-245521668537027
196,-245521668537027
197,-231204476784089
198,-231204476784088
199,-231203742061895
200,-231203742061895
201,-192742888343988
202,-192742888343988
203,-192724199345056
204,-192724199345056
205,-153335924743684
206,-153335924743684
207,-153335921379575
208,-153335921379574
209,-140973469425841
210,-140973469425841
211,-140973463981357
212,-140973463981357
213,-1500002415439.27
214,-1500002413901.49
215,-1485146013040.5
216,-1485146011642.84
217,-1461729896592.25
218,-1461729895397.96
219,-1430852958704.41
220,-1430852957743.13
221,-1393787538024.08
222,-1393787537294.36
223,-1352754678183.81
224,-1352754677661.57
225,-1311572567490.64
226,-1311572567138.78
227,-1275633523832.39
228,-1275633523607.44
229,-1250882647392.65
230,-1250882647246.72
231,-683983876286.105
232,-683983875806.485
233,-683949054832.537
234,-683949054356.976
235,-640615839270.414
236,-640615837076.301
237,-607940075303.236
238,-607940073146.038
239,-566028340050.451
240,-566028337988.606
241,-524734171330.778
242,-524734169456.794
243,-489948798008.162
244,-489948796408.278
245,-463818890262.192
246,-463818888975.487
247,-462422340965.086
248,-462422340961.817
249,-458990919886.67
250,-458990919874.404
251,-453311105534.519
252,-453311105491.406
253,-446048242703.571
254,-446048241703.538
255,-445580828531.442
256,-445580828438.195
257,-436275998856.909
258,-436275998694.045
259,-435177904954.438
260,-435177904169.015
261,-429581811627.568
262,-429581810974.087
263,-426231186017.87
264,-426231185772.098
265,-416614477864.569
266,-416614477535.405
267,-408715464985.795
268,-408715464588.219
269,-403591093732.262
270,-403591093292.102
271,-312530681506.437
272,-312530681436.721
273,-308552260321.147
274,-308552260280.858
275,-303481539440.743
276,-303481539434.065
277,-298520508826.346
278,-298520508760.745
279,-297427010598.986
280,-297427007543.719
281,-297426934854.907
282,-297426931798.798
283,-294268992665.517
284,-294268992540.077
285,-291637536303.02
286,-291637530624.134
287,-290799062624.967
288,-290799062454.36
289,-290781016968.134
290,-290781012023.779
291,-288872197877.966
292,-288872193875.97
293,-288044498738.564
294,-288044498546.131
295,-286268597426.209
296,-286268597211.831
297,-285609623288.72
298,-285609620149.45
299,-285489699211.958
300,-285489698974.689
301,-284864109702.799
302,-284864109479.59
303,-281218662196.342
304,-281218659715.606
305,-276507224046.462
306,-276507222035.396
307,-272485529361.828
308,-272485527672.549
309,-269888614128.538
310,-269888612633.7
311,-216413984843.24
312,-216413982567.882
313,-216413970668.414
314,-216413968393.055
315,-207103030360.944
316,-207103030152.675
317,-207102990084.506
318,-207102989876.235
319,-32053202019.2758
320,-32053202019.266
321,-31097211832.326
322,-31097211832.2865
323,-29585926681.9302
324,-29585926681.8264
325,-27634163541.951
326,-27634163541.8282
327,-25386609749.9833
328,-25386609749.9406
329,-23002802314.0412
330,-23002802314.0023
331,-20639832713.75
332,-20639832713.7051
333,-18436684759.0167
334,-18436684758.9939
335,-16519169782.4172
336,-16519169782.4
337,-13900952925.6662
338,-13900952925.6179
339,-13601519251.5473
340,-13601519251.517
341,-11944781957.2348
342,-11944781957.2268
343,-11039003112.8753
344,-11039003112.8418
345,-10281524208.9261
346,-10281524208.891
347,-9662248060.54478
348,-9662248060.49089
349,-9167372904.7043
350,-9167372904.62271
351,-8788279350.99085
352,-8788279350.90288
353,-8520243686.70223
354,-8520243686.63733
355,-8360523864.92176
356,-8360523864.88957
357,-7729795658.54277
358,-7729795654.22092
359,-7725061466.61659
360,-7725061463.08302
361,-7717489403.64459
362,-7717489401.14506
363,-7707572842.72028
364,-7707572841.2049
365,-7696020874.4711
366,-7696020873.69769
367,-7683744820.78032
368,-7683744820.43935
369,-7671799299.3723
370,-7671799299.23186
371,-7661264254.47073
372,-7661264254.41251
373,-7653085663.04573
374,-7653085663.0137
375,-7647938507.98742
376,-7647938507.97462
377,-6734079413.91635
378,-6734079413.78545
379,-6734079408.47672
380,-6734079408.35388
381,-3590134353.90681
382,-3590134353.79162
383,-3567006555.97758
384,-3567006555.82338
385,-3520836935.92251
386,-3520836935.74876
387,-3488151177.64678
388,-3488151176.04489
389,-3445965251.31631
390,-3445965251.14462
391,-3437966186.71922
392,-3437966185.04613
393,-3359610647.60966
394,-3359610645.61226
395,-3341415078.33352
396,-3341415078.17391
397,-3260464829.18182
398,-3260464826.41547
399,-3212632006.42955
400,-3212632006.27848
401,-3149876574.04551
402,-3149876569.97137
403,-3071849465.6752
404,-3071849465.52517
405,-3038372128.81756
406,-3038372122.96812
407,-2938584185.38657
408,-2938584185.23175
409,-2936795944.49844
410,-2936795936.65452
411,-2855370521.47931
412,-2855370511.78908
413,-2839588407.01983
414,-2839588406.85543
415,-2802646297.42237
416,-2802646286.42395
417,-1663474497.10938
418,-1663474496.32238
419,-1663469065.63497
420,-1663469064.8493
421,-1557068386.6285
422,-1557068385.70341
423,-1557068381.90092
424,-1557068380.97579
425,-0.000325673293338323
426,4706140.96337245
427,4706140.98366189
428,4805148.95215469
429,4805148.96108908
430,5017965.70165884
431,5017965.93254082
432,5312708.13718208
433,5312708.31835704
434,6327571.66854235
435,6327571.68207368
436,6484025.76837978
437,6484025.78347983
438,6828496.25682837
439,6828496.33010538
440,6997648.04185601
441,6997648.05979624
442,7026366.99357801
443,7026368.03848564
444,7330783.20222944
445,7340164.22072678
446,7355786.4549866
447,7377699.62028231
448,7405863.38628651
449,7439620.0428794
450,7476503.53686358
451,7505137.17248401
452,7505139.59223574
453,7509565.31285447
454,7585874.79526824
455,7585934.29208845
456,7666682.76696757
457,7666934.78430425
458,7668979.42947638
459,7672524.8194944
460,7673522.99388005
461,7678799.62815989
462,7688794.50807007
463,7698731.50041429
464,7698761.77092686
465,7701742.63470205
466,7711357.27797298
467,7720363.08481985
468,7751078.44889697
469,7751731.33878273
470,7755799.75375045
471,7761871.00713778
472,7768509.93739246
473,7772644.55905089
474,7775469.69934893
475,7778683.2907001
476,7781987.67636688
477,7783928.62453677
478,7800100.90278105
479,7915967.13517479
480,8073619.2497137
481,8280998.92601356
482,8281509.64471372
483,8311527.31194595
484,8366000.28754241
485,8450074.48084735
486,8549805.90136029
487,8571999.20272758
488,8742082.32279718
489,8798402.8382945
490,8852472.98561027
491,8873499.46477615
492,8881186.46614191
493,8884945.95361443
494,8898428.9564381
495,8904850.84800217
496,8922689.70981327
497,8930571.50645578
498,8947736.18693388
499,8948408.3151391
500,8969097.1888514
501,9244126.72862282
502,9270600.80719759
503,9371584.58081055
504,9391653.46421723
505,9437072.26452438
506,9458269.57360275
507,9493642.90328238
508,9504951.71193873
509,9589578.92505446
510,9603566.2454031
511,9648317.56753949
512,9726188.17350816
513,9740429.54848604
514,9746791.43765272
515,9752345.81343789
516,9760004.43217919
517,9766745.62052399
518,9778953.23296731
519,9792995.6463723
520,9821304.49750868
521,9824953.17582249
522,9886072.39381778
523,9886513.15020564
524,9906213.92813556
525,9907509.01342859
526,9914269.74924512
527,9920483.56962365
528,9922569.73830164
529,9948949.53207563
530,9957297.94557379
531,9961782.4494497
532,10025343.6386871
533,10055045.6481398
534,10115023.9433864
535,10175432.3600873
536,10252024.7891622
537,10254218.3793782
538,10294040.6133483
539,10342662.6568841
540,10392462.0667789
541,10392974.0002413
542,10464960.258948
543,10508175.6968085
544,10838807.8622185
545,10843958.7192905
546,10843958.7455445
547,11234502.3670929
548,11237628.1789185
549,11365178.1143567
550,11451882.3465354
551,11453863.1782104
552,11582394.5917315
553,11598275.1645813
554,11609730.5114314
555,11705214.3200499
556,11769571.2929628
557,11781676.5249274
558,11796547.468158
559,11874574.3521668
560,11936535.3150485
