Eigenvalue_Index,Algebraic_Eigenvalue
1,-0.000325228177739217
2,6335554.31081069
3,6335554.32379514
4,6429443.2018299
5,6429443.22010307
6,6634080.97459691
7,6634081.21104917
8,6906095.89808669
9,6906096.09921406
10,7904584.59143694
11,7904584.61444657
12,8045016.41626304
13,8045016.44274388
14,8463130.11010779
15,8463130.53673185
16,8955499.15152448
17,8955499.728142
18,9497510.78309074
19,9497757.01431912
20,9499135.44587542
21,9502985.26630497
22,9515022.63547103
23,9535809.2111514
24,9563666.60687636
25,9591161.99912923
26,9672062.08770886
27,9672228.25248817
28,10028807.7527822
29,10061072.7925975
30,10061083.9596442
31,10075005.7287357
32,10153073.503402
33,10263664.7105973
34,10315142.7858333
35,10323188.3678863
36,10337311.8506742
37,10358773.258336
38,10389230.9728792
39,10405103.6063603
40,10415664.7732213
41,10415664.8344757
42,10429536.2047173
43,10471195.5406435
44,10474466.614195
45,10476721.7658841
46,10480669.6574625
47,10490950.0839293
48,10506641.0892212
49,10519361.1816185
50,10528276.3079877
51,10553637.3177176
52,10569579.2329022
53,10575822.5373337
54,10739918.2131605
55,10900898.8934666
56,11056783.3852918
57,11066079.9990351
58,11086194.1124056
59,11086235.4354036
60,11093282.313364
61,11148876.426418
62,11199055.7566936
63,11239442.4500751
64,11272954.6013591
65,11317223.412726
66,11369181.3479426
67,11369271.7494926
68,11373254.1504258
69,11381135.8173744
70,11396819.6326137
71,11422920.9475048
72,11460741.3761394
73,11461631.2179858
74,11508409.0960982
75,11556172.1535667
76,11558663.0963998
77,11598450.8729686
78,11672567.9268262
79,11937752.9921657
80,11950443.0122515
81,12246139.5962432
82,12377381.368151
83,12443189.3548351
84,12451257.9326886
85,12504596.6612078
86,12541664.4445379
87,12601707.7806935
88,12657053.8273018
89,12684836.3974644
90,12707803.1362848
91,12731470.1314394
92,12756841.0947177
93,12773606.9957153
94,12793944.4282091
95,12797315.889114
96,12798824.189549
97,12819342.2053457
98,12828381.5638881
99,12829856.645531
100,12838273.7864245
101,12851776.4714045
102,12884602.0141208
103,12890779.2910717
104,12890956.5354507
105,12906661.8771333
106,12907525.1606343
107,12939645.2128002
108,12941921.1963682
109,12958632.712881
110,13043537.8748412
111,13053894.7563083
112,13078035.952277
113,13097288.8104798
114,13102375.4369501
115,13159546.6773614
116,13171392.8288498
117,13231406.5973826
118,13260714.4820948
