Eigenvalue_Index,Algebraic_Eigenvalue
1,-0.000326499407814328
2,5676433.39308476
3,5676433.4176936
4,5772926.23257203
5,5772926.24301823
6,5982203.40053039
7,5982203.63256627
8,6263752.41360106
9,6263752.60345773
10,7319626.60855618
11,7319626.63437066
12,7452718.15089902
13,7452718.17545854
14,7887860.18710317
15,7887860.73003654
16,8375199.83555385
17,8375200.71870935
18,8643678.80498619
19,8646335.61126442
20,8652560.00751092
21,8664439.90075663
22,8683875.23210592
23,8711439.5367114
24,8744465.2779268
25,8774537.89123012
26,8916444.88385738
27,8916505.70359706
28,9097141.94125019
29,9097149.06609858
30,9130860.54818271
31,9184351.1847489
32,9237787.33429452
33,9242651.72774056
34,9251211.32635421
35,9264398.89962496
36,9274508.48247513
37,9283685.1742807
38,9310340.0864281
39,9341082.72394607
40,9341082.8590034
41,9343027.88523564
42,9373629.83925791
43,9375293.26397288
44,9375829.02674675
45,9377363.32881816
46,9380870.84459569
47,9387624.89285987
48,9398512.79595759
49,9402008.41937364
50,9412573.20130126
51,9425568.82496393
52,9438411.83928645
53,9441196.23326508
54,9578381.38556553
55,9612687.74585308
56,9612687.87081644
57,9800451.11989441
58,10023751.1196417
59,10059586.1106231
60,10076653.8003267
61,10122818.6509094
62,10219360.9198289
63,10358418.5801182
64,10379187.7147639
65,10380171.5477678
66,10386274.8139917
67,10397078.4213358
68,10399550.3098944
69,10414248.254701
70,10438574.0584577
71,10469041.7174727
72,10501334.5821333
73,10527965.8192249
74,10542952.8704908
75,10551830.1883985
76,10741216.3326125
77,10806718.9725669
78,10808177.6871651
79,10808414.3444603
80,11077979.4507914
81,11082556.4613226
82,11203263.2698774
83,11210534.7842681
84,11289413.2519324
85,11296064.1128417
86,11353513.6150237
87,11387781.3418913
88,11432736.1476363
89,11455296.5209986
90,11463013.4135812
91,11485854.6457757
92,11516181.0911464
93,11550701.2108424
94,11554770.759605
95,11558373.8649836
96,11570093.7244159
97,11599435.827843
98,11618937.9914301
99,11625147.6297195
100,11634866.0001465
101,11640653.1276962
102,11649857.0596973
103,11650587.6623861
104,11657441.1901488
105,11659947.3750902
106,11669131.4593005
107,11689942.0403039
108,11694812.0920097
109,11711833.020447
110,11795647.114191
111,11800315.6561554
112,11818520.8531141
113,11898283.1188274
114,11932619.222348
115,11933558.5990424
116,11986204.4094084
117,12049073.069802
118,12085587.5349608
119,12136887.1921485
120,12145350.6460865
121,12196242.3318013
122,12230107.9537667
123,12658134.3464316
124,12838104.4079735
125,13054181.0480619
126,13354679.3260254
127,13364484.3096136
128,13691214.2686754
129,13765422.2209409
130,13982104.2657904
131,13985772.7002067
132,13985798.7032994
133,14046358.2045908
134,14167282.0296442
135,14247759.7879947
136,14263458.5196032
137,14319119.318887
138,14376834.9610938
139,14405851.1855182
140,14455339.4918719
141,14539385.1402031
142,14563365.91851
143,14662159.9809034
144,14697601.9366759
145,14725474.7474105
146,14820807.4593579
147,14836138.3105003
148,14847135.2779378
149,14857927.3384323
150,14948628.2231092
151,14978435.79086
152,15012717.9659075
153,15042815.610082
154,15115296.3399228
